index,Unnamed: 0,platform,title,description,keywords,htext,params,wiki,alltext,jscheck,docscheck,blogscheck,commcheck,category
322,322,jsbin.com,js bin - collaborative javascript debugging,"a live pastebin for html, css & javascript and a range of processors, including scss, coffeescript, jade and more...", ,'Dave loves you ♥ because you''re a Pro. JS Bin features ',"/yarebu/edit,,/bumaka/edit,/cucoyu/edit,/gugohegaha/edit,/vupica/edit,/qarina/edit,/japobuw/,/zogaqej/edit,/lunitubeji/edit,/judewarali/edit,/buvetut/edit,/reterejohe/edit,/savifuseyu/edit,/vuzexa/3/edit,/rukelum/edit,/cehaja/edit,/covequfeko/edit,/tawupex/edit,/lewece/edit,/yucipekeyi/edit,/waroto/edit,/jepebevulo/edit,/mehuqom/edit,/ciqadob/edit,/wecebug/edit,/vogofow/edit,/bofugif/edit,/yucerowuli/edit,/yevovuv/edit,/tugozomahe/edit,/gacocexoye/edit,/qupepex/edit,/wufesodagu/edit,/bikitak/5/edit,/ziqixa/edit,/xatozi/edit,/bumaka/1/edit,/momotoz/edit,/zavuyo/edit,/biputi/edit,/janafuc/1/edit,/bivowi/7/edit,/ripugu/edit,/wikeked/edit,/cuxuxu/edit,/momenu/edit,/konejodidi/edit,/cuduba/edit,/wocumoh/edit,/wozahu/edit,/boqati/edit,/,/neliye/edit,/tutezuz/1/edit,/xedukuxohu/edit,/kawuku/edit,/jiciyud/edit,/zenotabiri/edit,/dizujaxuzu/1/edit,/qakegi/edit,/jirofumupi/edit,/tibulaj/edit,/vidaga/edit,/ripiqa/edit,/wedoji/edit,/wikite/edit,/covegax/edit,/yisival/edit,/vuyole/edit,/yapesek/edit,/sejiku/edit,/bijujaw/edit,/juriziravu/edit,/yafumijere/edit,/sojopam/edit,/zunugafiqo/edit,/tutezuz/edit,/kajike/edit,/lejazamifo/2/edit,/licoca/edit,/bolesem/edit,/qezeya/edit,/dimelozohi/edit,/qosike/edit,/qudufej/edit,/hifoxe/2/edit,/jipesogomo/edit,/tijifuwawe/edit,/jolodaz/edit,/nadide/edit,/lemilir/edit,/yajiqi/edit,/tokeco/edit,/zohamutabu/2/edit,/lekebo/edit,/zavevem/edit,/likulah/edit,/xipape/edit,/wozahu/2/edit,/yixogod/edit,/quxixah/edit,/wikeked/5/edit,/xaqepo/edit,/fitihik/edit,/wikeked/4/edit,/muhubus/edit,/xakowab/edit,/bukozad/edit,/yopetaqake/edit,/zesepem/edit,/cirisa/1/edit,/zovoma/edit,/hobudezemu/edit,/tutezuz/3/edit,/vigame/edit,/wedoji/1/edit,/liponat/edit,/xoquxud/edit,/xalega/edit,/kojoxuj/edit,/pucoyi/edit,/quroluq/edit,/kaniwo/edit,/leyuya/edit,/wepapi/edit,/posakin/edit,/nukuyiz/edit,/raxoha/edit,/toqizapixe/1/edit,/vugiqes/edit,/futuhec/edit,/niwacul/1/edit,/jicowix/edit,/savicew/edit,/nulayufufe/edit,/pidaqef/edit,/conezoj/edit,/yaxehew/edit,/lenirib/edit,/qoyuda/edit,/migepamahe/edit,/maxuse/edit,/xenexo/1/edit,/cugaju/edit,/vuvadur/edit,/gevina/edit,/vovutu/edit,/golule/edit,/galuyit/edit,/desake/edit,/biputi/1/edit,/gayocix/edit,/yefikeg/edit,/talucab/edit,/puluwij/edit,/vajuyodiba/edit,/jibuwuc/edit,/copafe/edit,/fukeme/edit,/jetejab/edit,/yevovuv/6/edit,/rewuqahuga/edit,/bikitak/2/edit,/xixeso/edit,/japobuw,/secidewocu/edit,/pehamajaqe/edit,/vuhihewoza/edit,/fugoja/edit,/xiyebe/edit,/xinitat/edit,/wikite/3/edit,/ciqocuk/1/edit,/halazu/edit,/mutudom/edit,/raneyi/edit,/rorusaz/edit,/lacapim/edit,/pukokul/edit,/bulopirofi/edit,/rawede/edit,/wiyajaj/edit,/fajisa/2/edit,/qubomo/edit,/peyero/edit,/jecuhaz/edit,/joloqokezi/edit,/hoxadeg/edit,/hewoxix/edit,/lokixe/edit,/juqosar/edit,/maxevo/edit,/qibukixojo/edit,/rakibodaja/edit,/fukopo/edit,/dasiwu/edit,/vufoni/edit,/geruzo/edit,/juraquhoke/edit,/sogojun/edit,/jipaqu/1/edit,/cilutikupe/edit,/qenuhes/edit,/sudola/edit,/firobo/edit,/cijato/edit",,  momenu yarebu bumaka jipaqu galuyit migepamahe ciqadob leyuya fugoja pukokul talucab pucoyi kaniwo niwacul buvetut copafe vuhihewoza qoyuda zovoma dizujaxuzu desake mutudom tijifuwawe wocumoh gevina juqosar cucoyu yevovuv xalega reterejohe xipape cehaja quxixah zesepem rewuqahuga lokixe tutezuz tibulaj zenotabiri jecuhaz scss yefikeg qibukixojo janafuc jolodaz wikite lekebo juraquhoke maxuse vufoni sojopam lunitubeji secidewocu joloqokezi nadide licoca cilutikupe yisival sogojun loves live gugohegaha liponat puluwij conezoj quroluq vupica nulayufufe rukelum bofugif zunugafiqo lacapim wikeked bin cuxuxu pastebin nukuyiz bukozad processors qubomo xatozi geruzo judewarali kawuku cugaju fitihik xinitat waroto jiciyud vuyole raneyi xiyebe wiyajaj tokeco jepebevulo juriziravu vogofow golule raxoha hoxadeg jirofumupi gacocexoye qudufej bulopirofi fajisa wepapi qarina zavuyo yaxehew range vidaga peyero bolesem futuhec qupepex pidaqef including xixeso cuduba wufesodagu coffeescript wedoji features neliye gayocix hobudezemu yapesek hewoxix js vugiqes savicew dasiwu dave bikitak likulah jetejab sejiku lewece yixogod rakibodaja mehuqom halazu ripiqa xakowab kajike kojoxuj bijujaw maxevo ciqocuk hifoxe konejodidi vajuyodiba pehamajaqe javascript collaborative qezeya vovutu boqati qakegi wecebug xaqepo vuzexa muhubus xenexo xedukuxohu ziqixa cijato posakin covegax zavevem rorusaz tugozomahe sudola jibuwuc rawede fukopo qenuhes biputi jicowix covequfeko edit yafumijere qosike cirisa yajiqi yucerowuli vigame css fukeme ripugu xoquxud html firobo jipesogomo japobuw pro savifuseyu wozahu tawupex yucipekeyi bivowi lejazamifo zohamutabu lemilir yopetaqake toqizapixe vuvadur zogaqej jade dimelozohi momotoz lenirib debugging,0,0,0,0,REPL
325,325,www.html.am,"html codes, editors, and generators",your one-stop html resource. free html editor. free copy/paste html codes for your website. html tutorials. html generators.,"online html editor, html, html codes, code, html tags, tutorial, tutorials, free, code, css, javascript, coding, marquee, link, image, background, scroll, scrollbox, copy/paste, website code, layout, generator, generators, font, picture, images, photo, music, video, kodlar, kodlari, códigos, codici, web, easy, beginners","Here at HTML.am, you can find all things HTML - from HTML codes, HTML editors, HTML generators and more. <HTML.am> Text Codes ","/html-codes/character-codes/html-em-dash-code.cfm,/reference/html-special-characters.cfm",,  codes characters stop paste images editors link video kodlari resource background photo music text website easy codici scroll tutorial character tags coding layout one css digos reference generators tutorials special things kodlar marquee picture cfm free online html generator c font editor em web beginners copy code javascript scrollbox dash image find,0,0,0,0,REPL
329,329,appendto.com,appendto: front-end developer training courses for teams,"learn the latest front-end languages, frameworks, and libraries with your team. get the latest web development news, tips, and custom solutions today.", ,Courses are hands-on and lab based. Your developers will learn through coding and building. Front-End Training Courses for Developer Teams Train Your Team ,/2017/02/the-basics-of-using-css-grid/,,  end solutions developers front using appendto train grid coding building css tips news based get developer languages libraries frameworks basics learn web team training courses development latest today teams lab custom hands,0,0,0,0,TRAINING
331,331,thinkster.io,thinkster,"the best place on the web for tutorials and screencasts covering angularjs, ionic, swift, mean, and more!", ,Create web and mobile applications with reusable components A better way to learn ,"/mean-stack-tutorial,/react-change-state-from-input,/topics/angular",,  components best covering reusable state angular react tutorial mean tutorials screencasts way place change create topics stack ionic applications angularjs learn swift web thinkster better mobile input,0,0,0,0,TRAINING
332,332,www.utexas.edu,the university of texas at austin,"like the state it calls home, the university of texas at austin is a bold, ambitious leader, home to more than 51,000 students and 3,000 teaching faculty.", ,"'What Starts Here Changes the World. It''s more than a motto. It’s what we prove each and every day, as Texas and its Exes advance discovery and innovation on a global stage. Join us.  The University of Texas at Austin The Texas Ten '",/learn/html/spchar.html,,  world innovation join state leader discovery like teaching prove calls university us texas advance home bold stage html austin spchar every ambitious starts learn students motto faculty day exes global ten changes,0,0,0,0,TRAINING
333,333,www.mkyong.com,java web development tutorials,resources for java and j2ee developers - provides simple and unique java web development tutorials .,"j2ee, java, android, hibernate, spring, struts, jsf, jsf 2.0, maven, jquery, java tutorials, hibernate tutorials, spring tutorials, struts tutorials, maven tutorials, jquery tutorials, jsf 2.0 tutorials, android tutorials.","By mkyong | June 6, 2017 JAX London 2017 (10% discount) ","/mongodb/how-to-install-mongodb-on-windows/,/jquery/jquery-fadein-fadeout-and-fadeto-example/,/jquery/how-to-check-if-an-enter-key-is-pressed-with-jquery/",,  fadeout fadein check simple developers fadeto android jax jquery enter tutorials example maven j2ee java key pressed resources provides london struts mkyong web spring discount hibernate development windows jsf mongodb june unique install,0,0,0,0,TRAINING
338,338,www.javascriptkit.com,"javascript kit- your comprehensive javascript, dhtml, css, and ajax stop","your comprehensive javascript, dhtml, css, and ajax stop","javascript, free javascripts, scripts, javascript tutorial, html, dhtml, dom, ajax","Welcome to JavaScript Kit, a comprehensive resource for JavaScript tutorials, scripts, and more. Main Content Areas: ","/script/script2/jstohtml.shtml,/dhtmltutors/cssmediaqueries.shtml,/javatutors/time3.shtml",,  stop shtml time3 welcome resource main script tutorial ajax css tutorials content javatutors kit free script2 html jstohtml dom dhtml dhtmltutors cssmediaqueries javascript scripts areas javascripts comprehensive,0,0,0,0,TRAINING
340,340,www.wiziq.com,"Easy to Use, Mobile-Ready Learning Delivery Platform | WizIQ","WizIQ is an easy to use, mobile-ready Learning Delivery Platform to deliver live & self-paced online courses. Deliver great learning experiences. Start now.",Learning Delivery Platform,"Our customers respresent instructors and institutions from higher ed, test prep/tutoring, vocational, language learning and corporate sector Everything you need to teach and train online Easy to use integrated learning delivery platform for instructors and institutions ",/tests/javascript,"Founded in 2007, WizIQ is one of the world’s largest cloud-based education platforms. Over 400,000 educators have leveraged WizIQ to deliver learning services to 4 million+ learners across 200 countries.",  integrated institutions wiziq live respresent ed easy corporate experiences start train higher instructors tests use self learning language tutoring ready online vocational delivery sector test platform paced customers teach courses need javascript great mobile everything deliver prep,0,0,0,0,TRAINING
341,341,www.pluralsight.com,"pluralsight | unlimited online developer, it and creative training","unlimited online developer training, creative and it courses authored by industry experts. learn the most in-demand tech skills from our extensive library.", , ,"/guides/front-end-javascript/tictactoe-with-native-javascript-es6,/","Pluralsight is a privately held online education company that offers a variety of video training courses for software developers, IT administrators, and creative professionals through its website. Founded in 2004 by Aaron Skonnard (current CEO), Keith Brown, Fritz Onion, and Bill Williams (no longer with the company), the company has its headquarters in Farmington, Utah. In September 2014, it stated it uses more than 600 subject-matter experts as course authors, offers close to 4,000 courses in its catalog, has more than 750,000 individual subscribers and more than 6,000 corporate clients.",  authored library tech pluralsight end native front demand tictactoe guides industry creative es6 online developer experts extensive learn courses training skills javascript unlimited,0,0,0,0,TRAINING
346,346,www.htmlhelp.com,html help by the web design group,"htmlhelp.com is maintained by the web design group to provide web authoring reference material, tips, and answers to frequently asked questions.","html, authoring, web design group, wdg, design, frequently asked questions, site creation, layout, style sheets, cascading style sheets, wilbur, html 3.2, reference, hypertext markup language, references, material, frames, css, css1, style, stylesheet, stylesheets, style sheet",... Making the Web accessible to all.  Web Authoring Reference ,"/reference/css/box/padding.html,/reference/css/style-html.html",,  accessible help com cascading wilbur asked hypertext group style design material layout box frames reference tips wdg css css1 language creation questions stylesheets provide frequently answers html site making references padding sheet web maintained authoring sheets markup htmlhelp stylesheet,0,0,0,0,TRAINING
347,347,www.codewars.com,train with programming challenges/kata | codewars,codewars is where developers achieve code mastery through challenge. train on kata in the dojo and reach your highest potential.,"codewars, code kata, kata, code gym, coding, code practice, ruby, javascript, coffeescript, web development, software development, dojo",CSS3 Code Kata / Code Dojo Code Challenge / Code Practice ,",/kata/square-every-digit/train/javascript,/r/yfzYFQ,/,/kata/576b93db1129fcf2200001e6/train/javascript",,  r square gym ruby coffeescript achieve developers css3 highest practice train codewars coding yfzyfq kata challenge mastery potential every web software challenges digit development code javascript dojo programming reach,0,0,0,0,TRAINING
349,349,thisdavej.com,thisdavej | home,"thisdavej.com provides tutorials on various topics including node.js, iot, and raspberry pi.", , Home Recent Posts ,/beginners-guide-to-installing-node-js-on-a-raspberry-pi/,,  com including node pi raspberry iot recent guide js tutorials various home thisdavej topics provides posts beginners installing,0,0,0,0,TRAINING
350,350,hackernoon.com,hacker noon,how hackers start their afternoons.,"hackathons, hacking, programming, tech, hacker",how hackers start their afternoons ,"/set-up-ssl-on-github-pages-with-custom-domains-for-free-a576bdf51bc,/how-i-converted-my-react-app-to-vanillajs-and-whether-or-not-it-was-a-terrible-idea-4b14b1b2faff,/restful-api-designing-guidelines-the-best-practices-60e1d954e7c9,/confessions-of-a-bootcamp-graduate-hack-reactor-f921c441fb23",,  domains whether github hackers hacking best practices tech confessions set graduate vanillajs api restful start noon react designing reactor idea ssl bootcamp converted a576bdf51bc free pages hacker hack f921c441fb23 guidelines afternoons hackathons terrible custom app programming,0,0,0,0,TRAINING
351,351,w3schools.com,w3schools online web tutorials, ,"html,css,javascript,dom,jquery,php,sql,xml,bootstrap,web,w3css,w3c,tutorials,programming,development,training,learning,quiz,primer,lessons,reference,examples,source code,colors,demos,tips,w3c",The language for building web pages HTML SQL ,/bootstrap,"W3Schools is a popular web site for learning web technologies online. Content includes tutorials and references relating to HTML, CSS, JavaScript, PHP, AngularJS, SQL, Bootstrap, and jQuery. It receives more than 10 million unique visitors monthly.",  quiz colors xml sql jquery building bootstrap css reference source tips tutorials w3c demos learning language w3schools primer online html pages dom web w3css training development javascript php code lessons programming examples,0,0,0,0,TRAINING
356,356,www.the-art-of-web.com,"web developers resource for html, css, javascript, php, sql and linux | the art of web","a growing collection of tutorials, scripts and solutions relating to web development, particularly in the areas of php, javascript and sql.",google,' Tweet122 Shares16 Shares0 Tweets10 Comments Welcome to The Art of Web What''s Hot? ',/css/textoverimage/,,  tweets10 comments resource welcome solutions developers tweet122 relating linux sql art css collection tutorials shares0 textoverimage html shares16 hot web google development javascript scripts php areas particularly growing,0,0,0,0,TRAINING
357,357,xahlee.info,∑ xah code, , ,Download entire Xah Code for offline reading. Free update every year. ∑ Xah Code Programing Tutorials ,"/js/i/Google_Chrome_browser_dev_tool_local_storage_screenshot_2014-03-01.png,/js/html5_non-closing_tag.html,/js/js_get_elements.html",,  xah year screenshot dev tool offline js chrome tag tutorials download closing get free html local every reading storage browser google non programing code update elements html5 png entire,0,0,0,0,TRAINING
359,359,scotch.io,top shelf web development training ― scotch, , ,fun and practical web development code. eat. sleep. loop ✌ ​Building a Conversational Booking Bot with Acuity Scheduling ,"/tutorials/easy-node-authentication-google,/tutorials/easy-node-authentication-twitter,/tutorials/reorder-css-columns-using-bootstrap,/tutorials/authenticate-a-node-js-api-with-json-web-tokens,/tutorials/build-a-restful-api-using-node-and-express-4,/tutorials/how-to-change-a-css-background-images-opacity,/tutorials/use-expressjs-to-get-url-and-post-parameters,/tutorials/easy-node-authentication-setup-and-local,/tutorials/angularjs-best-practices-directory-structure,/tutorials/use-ejs-to-template-your-node-application,/tutorials/%E2%80%8Bthe-easiest-way-to-add-authentication-to-any-app,/tutorials/react-on-the-server-for-beginners-build-a-universal-react-and-node-app,/tutorials/understanding-the-bootstrap-3-grid-system,/bar-talk/bootstrap-3-tips-and-tricks-you-might-not-know,/bar-talk/different-tricks-on-how-to-make-bootstrap-columns-all-the-same-height,/tutorials/off-canvas-menus-with-css3-transitions-and-transforms,/tutorials/a-visual-guide-to-css3-flexbox-properties,/tutorials/setting-up-a-mean-stack-single-page-application,/tutorials/how-to-deploy-a-node-js-app-to-heroku,/tutorials/default-sizes-for-twitter-bootstraps-media-queries,/tutorials/using-mongoosejs-in-node-js-and-mongodb-applications",,  sizes express build system menus queries booking scheduling grid loop mean post tips tutorials universal get local make page server twitter tricks stack properties applications know beginners google different app acuity best parameters mongoosejs sleep tokens react understanding canvas url use visual deploy application heroku change opacity authenticate eat reorder top single web code easiest talk bot css3 practices ejs transitions using template api conversational practical bootstraps guide js bootstrap json bar fun way setting shelf angularjs media training mongodb images authentication background columns easy node restful structure building css might e2 expressjs height default add transforms development scotch setup flexbox directory,0,0,0,0,TRAINING
360,360,www.codecademy.com,learn to code | codecademy,"for your next project or a new career, learn to code interactively, for free.","codecademy,coding,code,programming","'Hear how Tommy went from knowing nothing about code to building one of Time''s ''50 Best Websites'' after learning with Codecademy. Learn to code interactively, for free. How can coding help you? '","/learn/learn-sql,/courses/learn-javascript/lessons/functions/exercises/return-ii,/,/courses/learn-javascript/lessons/arrays/exercises/property-access,/en/courses/web-intermediate-en-R6bnc/0/3,/learn/learn-html-css,/pt-BR/forum_questions/51ffd01c80ff33d5ba007c7c,/en/tracks/youtube,/courses/javascript-beginner-en-6LzGd/1/2,/learn/react-101,/en/courses/web-intermediate-en-R6bnc/0/4",,  best new tommy went help arrays en time websites hear exercises next interactively return sql react coding nothing building one css codecademy career r6bnc learning ii property forum free knowing functions questions html project pt tracks learn access br web courses beginner code javascript intermediate youtube lessons programming,0,0,0,0,TRAINING
361,361,learnswfobject.com,learn swfobject,tutorials for using swfobject — a standards-friendly swf embedding system, ,Tutorials for using SWFObject — a standards-friendly SWF embedding system Learn SWFObject Questions or Comments? ,/advanced-topics/load-a-swf-using-javascript-onclick-event/,,  onclick using system learn load questions advanced event swfobject comments javascript embedding friendly standards swf topics tutorials,0,0,0,0,TRAINING
